/muneeb-mbytes/UVMF/tree/main/UVM_Framework,UVMF/UVM_Framework at main · muneeb-mbytes/UVMF · GitHub,35,13,
/muneeb-mbytes/UVMF,muneeb-mbytes/UVMF,22,14,
/muneeb-mbytes/UVMF/tree/main/UVM_Framework/UVMF_2022.3,UVMF/UVM_Framework/UVMF_2022.3 at main · muneeb-mbytes/UVMF · GitHub,21,7,
/muneeb-mbytes/UVMF/blob/main/UVM_Framework/UVMF_2022.3/base_examples/project_benches/ahb2spi/tb/sequences/src/ahb2spi_regmodel_sequence.svh,UVMF/UVM_Framework/UVMF_2022.3/base_examples/project_benches/ahb2spi/tb/seque...,18,3,
/muneeb-mbytes/UVMF/tree/main/UVM_Framework/UVMF_3.6c,UVMF/UVM_Framework/UVMF_3.6c at main · muneeb-mbytes/UVMF · GitHub,7,2,
/muneeb-mbytes/UVMF/blob/main/UVM_Framework/UVMF_3.6f/base_examples/verification_ip/environment_packages/wb2spi_env_pkg/src/wb2spi_environment.svh,UVMF/UVM_Framework/UVMF_3.6f/base_examples/verification_ip/environment_packag...,6,2,
/muneeb-mbytes/UVMF/tree/main/UVM_Framework/UVMF_3.6c/base_examples,UVMF/UVM_Framework/UVMF_3.6c/base_examples at main · muneeb-mbytes/UVMF · Git...,6,2,
/muneeb-mbytes/UVMF/tree/main/UVM_Framework/UVMF_2022.3/base_examples,UVMF/UVM_Framework/UVMF_2022.3/base_examples at main · muneeb-mbytes/UVMF · G...,5,2,
/muneeb-mbytes/UVMF/tree/main/UVM_Framework/UVMF_2022.3/docs,UVMF/UVM_Framework/UVMF_2022.3/docs at main · muneeb-mbytes/UVMF,5,2,
/muneeb-mbytes/UVMF/tree/main/UVM_Framework/UVMF_3.6f/base_examples/verification_ip/environment_packages/wb2spi_env_pkg,UVMF/UVM_Framework/UVMF_3.6f/base_examples/verification_ip/environment_packag...,5,1,
0,/muneeb-mbytes/UVMF/tree/main/UVM_Framework,UVMF/UVM_Framework at main · muneeb-mbytes/UVMF · GitHub,35,13.0
1,/muneeb-mbytes/UVMF,muneeb-mbytes/UVMF,22,14.0
2,/muneeb-mbytes/UVMF/tree/main/UVM_Framework/UVMF_2022.3,UVMF/UVM_Framework/UVMF_2022.3 at main · muneeb-mbytes/UVMF · GitHub,21,7.0
